player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,snapshot_date
455,Mason Mount,Mount,Man Utd,5.9,0.9,6901,22355,3.5,782,d,2025-12-30
457,Carlos Henrique Casimiro,Casemiro,Man Utd,5.5,1.3,29452,4855,3.8,1051,a,2025-12-30
458,Kobbie Mainoo,Mainoo,Man Utd,4.6,0.4,156,2146,0.5,212,i,2025-12-30
459,Manuel Ugarte Ribeiro,Ugarte,Man Utd,4.7,0.2,2792,504,1.2,474,a,2025-12-30
460,Toby Collyer,Collyer,Man Utd,4.5,0.0,0,14,0.0,0,u,2025-12-30
461,Jayce Fitzgerald,Fitzgerald,Man Utd,4.4,0.0,39,52,0.0,0,a,2025-12-30
462,Jack Fletcher,J.Fletcher,Man Utd,4.3,0.1,870,328,0.3,62,a,2025-12-30
463,Sékou Koné,Kone,Man Utd,4.3,0.1,192,224,0.0,0,a,2025-12-30
464,Jack Moorhouse,Moorhouse,Man Utd,4.5,0.0,0,14,0.0,0,u,2025-12-30
465,Rasmus Højlund,Højlund,Man Utd,6.3,0.3,0,51,0.0,0,u,2025-12-30
466,Joshua Zirkzee,Zirkzee,Man Utd,5.8,0.5,1746,2824,2.3,393,a,2025-12-30
467,Chido Obi,Obi,Man Utd,4.2,1.8,9647,7830,0.0,0,a,2025-12-30
468,Ethan Wheatley,Wheatley,Man Utd,4.5,0.1,0,52,0.0,0,u,2025-12-30
681,Benjamin Sesko,Šeško,Man Utd,7.2,3.3,21049,3694,1.2,768,a,2025-12-30
733,Senne Lammens,Lammens,Man Utd,5.0,2.5,41026,2903,2.8,1080,a,2025-12-30
755,Shea Lacey,Lacey,Man Utd,4.5,0.0,89,102,0.2,6,a,2025-12-30
769,Bendito Mantato,Bendito Mantato,Man Utd,4.5,0.0,18,11,0.0,0,a,2025-12-30
771,Tyler Fletcher,Fletcher,Man Utd,4.5,0.0,180,25,0.0,0,a,2025-12-30
52,Jacob Ramsey,J.Ramsey,Newcastle,5.3,0.2,578,354,1.0,454,a,2025-12-30
135,Yoane Wissa,Wissa,Newcastle,7.3,0.6,1754,2106,0.6,70,a,2025-12-30
469,Nick Pope,Pope,Newcastle,5.1,4.6,8190,7030,0.0,1066,a,2025-12-30
471,Mark Gillespie,Gillespie,Newcastle,3.9,0.1,108,167,0.0,0,a,2025-12-30
472,Odysseas Vlachodimos,Odysseas,Newcastle,4.0,0.0,0,10,0.0,0,u,2025-12-30
473,Lewis Hall,Hall,Newcastle,5.2,2.1,79667,2580,2.4,698,a,2025-12-30
474,Fabian Schär,Schär,Newcastle,5.3,1.8,13035,2828,1.2,834,a,2025-12-30
475,Sven Botman,Botman,Newcastle,4.9,0.3,8,658,0.0,655,d,2025-12-30
476,Dan Burn,Burn,Newcastle,5.1,4.3,132,60693,2.8,1255,i,2025-12-30
477,Tino Livramento,Livramento,Newcastle,4.9,2.4,61,20404,1.2,976,d,2025-12-30
478,Kieran Trippier,Trippier,Newcastle,4.9,1.3,37,2330,0.0,699,d,2025-12-30
479,Emil Krafth,Krafth,Newcastle,4.3,0.0,5,43,0.0,45,d,2025-12-30
480,Jamaal Lascelles,Lascelles,Newcastle,4.3,0.1,3,162,0.0,19,d,2025-12-30
481,Alex Murphy,A.Murphy,Newcastle,3.8,0.7,1271,2279,0.0,0,a,2025-12-30
482,Harrison Ashby,Ashby,Newcastle,3.9,0.1,64,125,0.0,0,a,2025-12-30
483,Miodrag Pivaš,Pivas,Newcastle,3.8,0.4,529,1863,0.0,0,a,2025-12-30
484,Matt Targett,Targett,Newcastle,4.0,0.2,0,145,0.0,0,u,2025-12-30
485,Anthony Gordon,Gordon,Newcastle,7.4,5.0,99619,16120,5.8,778,a,2025-12-30
486,Anthony Elanga,Elanga,Newcastle,6.5,2.8,351,7009,1.0,675,d,2025-12-30
487,Harvey Barnes,Barnes,Newcastle,6.1,1.1,5528,12498,1.2,754,a,2025-12-30
488,Bruno Guimarães Rodriguez Moura,Bruno G.,Newcastle,7.0,13.5,64315,95208,4.4,1479,a,2025-12-30
489,Jacob Murphy,J.Murphy,Newcastle,6.0,0.8,5906,2803,1.6,891,a,2025-12-30
490,Joelinton Cássio Apolinário de Lira,Joelinton,Newcastle,5.9,0.3,966,865,1.2,957,a,2025-12-30
491,Sandro Tonali,Tonali,Newcastle,5.3,1.0,3684,2927,1.4,1230,a,2025-12-30
492,Antoñito Cordero Campillo,Antoñito C.,Newcastle,4.9,0.0,0,9,0.0,0,u,2025-12-30
494,Joe Willock,Willock,Newcastle,5.0,0.1,272,227,1.0,230,a,2025-12-30
495,Isaac Hayden,Hayden,Newcastle,4.5,0.0,0,2,0.0,0,u,2025-12-30
496,Garang Kuol,Kuol,Newcastle,4.4,0.0,0,26,0.0,0,u,2025-12-30
497,Lewis Miley,L.Miley,Newcastle,4.5,3.3,25561,9438,2.2,750,a,2025-12-30
498,Joe White,White,Newcastle,4.5,0.0,0,5,0.0,0,u,2025-12-30
500,William Osula,Osula,Newcastle,5.4,0.2,17,232,0.0,213,d,2025-12-30
501,Sean Neave,Neave,Newcastle,4.3,0.2,270,392,0.0,0,a,2025-12-30
674,Aaron Ramsdale,Ramsdale,Newcastle,4.8,1.0,7422,2180,1.8,553,a,2025-12-30
684,Malick Thiaw,Thiaw,Newcastle,5.0,3.2,54489,10204,1.8,1262,a,2025-12-30
689,Seung-Soo Park,Seung soo,Newcastle,4.4,0.2,46,287,0.0,0,a,2025-12-30
714,Nick Woltemade,Woltemade,Newcastle,7.4,19.2,111656,61893,4.4,1162,a,2025-12-30
753,John Ruddy,Ruddy,Newcastle,4.0,0.0,47,44,0.0,0,a,2025-12-30
765,Leo Shahar,Shahar,Newcastle,4.0,0.0,320,102,0.0,0,a,2025-12-30
772,Sam Alabi,Alabi,Newcastle,4.5,0.0,27,3,0.0,0,a,2025-12-30
12,Oleksandr Zinchenko,Zinchenko,Nott'm Forest,4.9,0.2,488,248,0.2,262,a,2025-12-30
426,James McAtee,McAtee,Nott'm Forest,5.0,0.1,119,194,0.3,148,a,2025-12-30
502,Matz Sels,Sels,Nott'm Forest,4.6,6.0,2766,12536,1.7,1350,a,2025-12-30
503,Carlos Miguel dos Santos Pereira,C.Miguel,Nott'm Forest,4.0,0.1,0,81,0.0,0,u,2025-12-30
504,Matt Turner,Turner,Nott'm Forest,4.0,0.1,0,101,0.0,0,u,2025-12-30
505,Nikola Milenković,Milenković,Nott'm Forest,5.1,3.4,7261,4475,3.2,1620,a,2025-12-30
506,Murillo Costa dos Santos,Murillo,Nott'm Forest,5.2,1.9,6736,2429,1.7,1009,a,2025-12-30
507,Ola Aina,Aina,Nott'm Forest,4.7,1.9,27,1793,0.0,270,i,2025-12-30
508,Neco Williams,N.Williams,Nott'm Forest,4.7,3.5,8917,7104,3.3,1620,a,2025-12-30
509,David Mota Veiga Teixeira do Carmo,David Carmo,Nott'm Forest,4.5,0.0,0,10,0.0,0,u,2025-12-30
510,Jair Paula da Cunha Filho,Jair Cunha,Nott'm Forest,4.3,0.1,68,75,0.0,90,a,2025-12-30
511,Felipe Rodrigues da Silva,Morato,Nott'm Forest,4.3,0.1,123,261,2.0,708,a,2025-12-30
512,Omar Richards,O.Richards,Nott'm Forest,4.5,0.0,0,4,0.0,0,u,2025-12-30
513,Zach Abbott,Abbott,Nott'm Forest,3.8,0.3,1179,1241,0.2,45,a,2025-12-30
514,Willy Boly,Boly,Nott'm Forest,3.8,0.4,280,1290,0.0,0,n,2025-12-30
515,Morgan Gibbs-White,Gibbs-White,Nott'm Forest,7.3,2.9,9066,7819,2.3,1512,a,2025-12-30
516,Callum Hudson-Odoi,Hudson-Odoi,Nott'm Forest,5.7,1.0,11176,4530,4.3,954,a,2025-12-30
517,Elliot Anderson,Anderson,Nott'm Forest,5.3,4.6,18668,16928,3.7,1620,a,2025-12-30
518,João Pedro Ferreira da Silva,Jota,Nott'm Forest,5.4,0.0,0,15,0.0,11,u,2025-12-30
519,Nicolás Domínguez,Dominguez,Nott'm Forest,5.0,0.0,72,38,0.8,347,a,2025-12-30
520,Lewis O'Brien,O'Brien,Nott'm Forest,5.0,0.0,0,1,0.0,0,u,2025-12-30
521,Ibrahim Sangaré,Sangaré,Nott'm Forest,4.9,0.1,20,164,4.3,864,n,2025-12-30
522,Ryan Yates,Yates,Nott'm Forest,4.7,0.1,7,195,0.5,299,d,2025-12-30
523,Eric da Silva Moreira,Da Silva Moreira,Nott'm Forest,4.5,0.1,0,25,0.0,0,u,2025-12-30
524,Marko Stamenić,Stamenic,Nott'm Forest,4.5,0.0,0,15,0.0,0,u,2025-12-30
525,Chris Wood,Wood,Nott'm Forest,7.2,4.9,36,3845,0.0,538,i,2025-12-30
526,Igor Jesus Maciel da Cruz,Igor Jesus,Nott'm Forest,5.8,1.2,15753,5545,3.7,910,a,2025-12-30
527,Taiwo Awoniyi,Awoniyi,Nott'm Forest,5.2,0.3,481,341,0.3,154,a,2025-12-30
669,Dan Ndoye,Ndoye,Nott'm Forest,5.5,0.8,8,3651,1.0,997,d,2025-12-30
675,Angus Gunn,Gunn,Nott'm Forest,4.0,1.2,159,874,0.0,0,a,2025-12-30
693,Omari Hutchinson,Hutchinson,Nott'm Forest,5.4,0.1,7010,384,4.2,652,a,2025-12-30
696,Arnaud Kalimuendo,Kalimuendo,Nott'm Forest,6.0,0.1,170,339,0.3,82,a,2025-12-30
699,Douglas Luiz Soares de Paulo,Douglas Luiz,Nott'm Forest,4.9,0.0,187,159,0.5,262,a,2025-12-30
715,John Victor Maciel Furtado,John,Nott'm Forest,4.0,0.5,5528,721,1.5,270,a,2025-12-30
716,Nicolò Savona,Savona,Nott'm Forest,4.5,0.2,1727,955,2.3,1004,a,2025-12-30
729,Luis Eduardo Soares da Silva,Cuiabano,Nott'm Forest,4.5,0.0,0,0,0.0,0,u,2025-12-30
734,Dilane Bakwa,Bakwa,Nott'm Forest,5.9,0.0,78,50,0.2,173,a,2025-12-30
528,Anthony Patterson,Patterson,Sunderland,4.2,0.2,125,314,0.0,0,a,2025-12-30
529,Simon Moore,Moore,Sunderland,3.9,0.4,215,492,0.0,0,a,2025-12-30
530,Blondy Nna Noukeu,Nna Noukeu,Sunderland,3.9,0.1,79,180,0.0,0,a,2025-12-30
531,Daniel Ballard,Ballard,Sunderland,4.7,3.7,7358,48095,4.4,1119,d,2025-12-30
532,Trai Hume,Hume,Sunderland,4.5,0.3,427,1350,3.0,1471,a,2025-12-30
533,Aji Alese,Alese,Sunderland,4.0,0.0,9,9,0.0,0,i,2025-12-30
534,Joe Anderson,Anderson,Sunderland,3.9,0.4,219,754,0.0,0,a,2025-12-30
535,Dennis Cirkin,Cirkin,Sunderland,4.0,0.0,164,100,0.4,90,a,2025-12-30
536,Leo Fuhr Hjelde,Hjelde,Sunderland,4.0,0.0,48,42,0.0,0,a,2025-12-30
537,Niall Huggins,Huggins,Sunderland,4.0,0.1,0,43,0.0,0,u,2025-12-30
538,Zak Johnson,Johnson,Sunderland,3.9,0.2,60,389,0.0,0,a,2025-12-30
539,Luke O'Nien,O'Nien,Sunderland,4.0,0.0,169,89,-0.2,4,a,2025-12-30
540,Timothée Pembélé,Pembele,Sunderland,3.9,0.4,120,603,0.0,0,a,2025-12-30
541,Reinildo Mandava,Reinildo,Sunderland,3.9,2.8,217,16974,2.8,1022,n,2025-12-30
542,Jenson Seelt,Seelt,Sunderland,4.0,0.1,0,94,0.0,133,u,2025-12-30
543,Simon Adingra,Adingra,Sunderland,4.9,0.4,1127,521,2.8,462,a,2025-12-30
544,Habib Diarra,Diarra,Sunderland,5.3,0.0,6,48,0.2,371,i,2025-12-30
545,Patrick Roberts,Roberts,Sunderland,5.4,0.0,0,3,0.0,27,u,2025-12-30
546,Milan Aleksić,Aleksić,Sunderland,4.9,0.0,0,6,0.0,0,u,2025-12-30
547,Enzo Le Fée,E.Le Fée,Sunderland,4.9,0.9,2984,7299,2.6,1305,a,2025-12-30
548,Romaine Mundle,Mundle,Sunderland,4.9,0.0,21,32,0.8,83,a,2025-12-30
549,Dan Neil,Neil,Sunderland,4.8,0.0,34,47,0.0,2,a,2025-12-30
550,Ian Poveda-Ocampo,Poveda,Sunderland,4.8,0.0,15,28,0.0,0,a,2025-12-30
551,Chris Rigg,Rigg,Sunderland,4.7,0.0,135,129,1.0,316,a,2025-12-30
552,Noah Sadiki,Sadiki,Sunderland,5.0,0.0,17,146,1.4,1414,n,2025-12-30
553,Chemsdine Talbi,Talbi,Sunderland,4.9,0.2,18,697,2.8,881,n,2025-12-30
554,Abdoullah Ba,Ba,Sunderland,4.3,0.4,273,1242,0.0,0,a,2025-12-30
555,Alan Browne,Browne,Sunderland,4.5,0.0,0,24,0.0,0,u,2025-12-30
556,Pierre Ekwah Elimby,Ekwah,Sunderland,4.5,0.0,0,8,0.0,0,u,2025-12-30
557,Harrison Jones,H.Jones,Sunderland,4.3,0.1,129,155,0.0,0,a,2025-12-30
558,Jay Matete,Matete,Sunderland,4.3,0.2,616,670,0.0,0,a,2025-12-30
559,Nectarios Triantis,Triantis,Sunderland,4.4,0.0,0,40,0.0,0,u,2025-12-30
560,Wilson Isidor,Isidor,Sunderland,5.4,2.2,3290,19331,0.8,938,a,2025-12-30
561,Eliezer Mayenda Dossou,Mayenda,Sunderland,5.2,0.5,248,946,0.2,283,a,2025-12-30
562,Ahmed Abdullahi,Abdullahi,Sunderland,4.3,0.4,421,923,0.0,0,a,2025-12-30
563,Luís Hemir Silva Semedo,Luís Hemir,Sunderland,4.4,0.1,0,72,0.0,0,u,2025-12-30
564,Nazarii Rusyn,Rusyn,Sunderland,4.4,0.1,0,54,0.0,0,u,2025-12-30
668,Granit Xhaka,Xhaka,Sunderland,5.2,6.6,17929,25189,3.6,1602,a,2025-12-30
670,Robin Roefs,Roefs,Sunderland,4.8,9.6,25185,19157,4.6,1620,a,2025-12-30
678,Arthur Masuaku,Masuaku,Sunderland,3.9,0.6,13,1525,0.0,125,n,2025-12-30
683,Omar Alderete,Alderete,Sunderland,4.0,5.4,21934,14618,4.4,1207,a,2025-12-30
694,Nordi Mukiele,Mukiele,Sunderland,4.2,6.7,21044,22669,3.8,1440,a,2025-12-30
724,Lutsharel Geertruida,Geertruida,Sunderland,4.5,0.0,116,167,2.0,712,a,2025-12-30
730,Brian Brobbey,Brobbey,Sunderland,5.5,0.3,1847,3245,1.6,461,a,2025-12-30
735,Bertrand Traoré,Traoré,Sunderland,5.5,0.0,10,292,0.8,607,n,2025-12-30
774,Jenson Jones,Jenson Jones,Sunderland,4.0,0.0,36,4,0.0,0,a,2025-12-30
775,Tymur Tutierov,Tutierov,Sunderland,4.5,0.0,24,3,0.0,0,a,2025-12-30
565,Guglielmo Vicario,Vicario,Spurs,4.8,7.0,3434,10164,3.6,1620,a,2025-12-30
566,Brandon Austin,Austin,Spurs,3.9,0.3,157,378,0.0,0,a,2025-12-30
567,Antonín Kinský,Kinsky,Spurs,3.9,1.8,629,2518,0.0,0,a,2025-12-30
568,Pedro Porro Sauceda,Pedro Porro,Spurs,5.2,12.6,8677,19363,2.6,1415,a,2025-12-30
569,Cristian Romero,Romero,Spurs,5.0,3.6,5961,10471,4.8,1187,a,2025-12-30
570,Kevin Danso,Danso,Spurs,4.2,0.1,502,235,2.2,581,a,2025-12-30
571,Ben Davies,Davies,Spurs,4.3,0.1,79,76,0.2,31,a,2025-12-30
572,Radu Drăgușin,Dragusin,Spurs,4.5,0.0,65,24,0.2,5,a,2025-12-30
573,Djed Spence,Spence,Spurs,4.3,1.1,2800,2245,2.8,1163,a,2025-12-30
574,Destiny Udogie,Udogie,Spurs,4.3,0.3,18,690,0.2,605,i,2025-12-30
575,Micky van de Ven,Van de Ven,Spurs,4.5,26.2,40398,46123,3.6,1519,a,2025-12-30
576,Ashley Phillips,Phillips,Spurs,4.0,0.0,0,5,0.0,0,u,2025-12-30
577,Takai Kōta,Takai,Spurs,4.0,0.0,42,50,0.0,0,a,2025-12-30
578,Luka Vušković,Vuskovic,Spurs,3.9,0.3,0,343,0.0,0,u,2025-12-30
579,Son Heung-min,Son,Spurs,8.5,0.1,0,29,0.0,0,u,2025-12-30
580,Brennan Johnson,Johnson,Spurs,6.5,2.4,769,2277,1.0,602,a,2025-12-30
581,James Maddison,Maddison,Spurs,6.8,0.1,29,59,0.0,0,i,2025-12-30
582,Mohammed Kudus,Kudus,Spurs,6.4,14.1,17820,39053,3.2,1427,a,2025-12-30
583,Dejan Kulusevski,Kulusevski,Spurs,6.4,0.0,10,14,0.0,0,i,2025-12-30
584,Mathys Tel,Tel,Spurs,6.2,0.1,221,266,1.0,274,a,2025-12-30
585,Rodrigo Bentancur,Bentancur,Spurs,5.3,0.2,483,599,3.4,1142,a,2025-12-30
586,Lucas Bergvall,Bergvall,Spurs,5.3,0.2,262,686,1.4,724,d,2025-12-30
587,Yves Bissouma,Bissouma,Spurs,5.2,0.0,5,26,0.0,0,n,2025-12-30
588,Wilson Odobert,Odobert,Spurs,5.3,0.0,180,88,0.8,536,a,2025-12-30
589,Manor Solomon,Solomon,Spurs,5.4,0.0,0,2,0.0,0,u,2025-12-30
590,Bryan Gil Salvatierra,Bryan,Spurs,4.9,0.0,0,8,0.0,0,u,2025-12-30
591,Archie Gray,Gray,Spurs,4.8,0.1,1062,192,3.0,435,a,2025-12-30
592,Mikey Moore,Moore,Spurs,5.0,0.0,0,1,0.0,0,u,2025-12-30
593,Pape Matar Sarr,P.M.Sarr,Spurs,4.5,0.9,195,3719,0.6,703,n,2025-12-30
594,Yang Min-hyeok,Min-hyeok,Spurs,4.5,0.0,0,4,0.0,0,u,2025-12-30
595,Callum Olusesi,Olusesi,Spurs,4.3,0.2,365,437,0.0,0,a,2025-12-30
596,Dominic Solanke-Mitchell,Solanke,Spurs,7.2,0.9,34,375,0.0,31,i,2025-12-30
597,Richarlison de Andrade,Richarlison,Spurs,6.4,7.7,19242,19629,3.8,1073,a,2025-12-30
598,Will Lankshear,Lankshear,Spurs,4.5,0.0,0,9,0.0,0,u,2025-12-30
599,Dane Scarlett,Scarlett,Spurs,4.3,0.6,430,1005,0.0,0,a,2025-12-30
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,5.5,1.1,982,5020,1.4,1112,a,2025-12-30
717,Xavi Simons,Xavi,Spurs,6.5,1.0,72,8611,3.4,830,s,2025-12-30
726,Randal Kolo Muani,Kolo Muani,Spurs,6.9,0.3,852,1953,2.0,672,a,2025-12-30
745,Jun'ai Byfield,Byfield,Spurs,4.0,0.0,60,65,0.0,0,a,2025-12-30
750,James Rowswell,Rowswell,Spurs,4.0,0.0,50,72,0.0,0,a,2025-12-30
751,Yusuf Akhamrich,Akhamrich,Spurs,4.5,0.0,23,27,0.0,0,a,2025-12-30
149,Igor Julio dos Santos de Paulo,Igor,West Ham,4.5,0.1,162,209,0.0,103,n,2025-12-30
600,Alphonse Areola,Areola,West Ham,4.3,2.2,4304,3372,2.3,1260,a,2025-12-30
601,Wes Foderingham,Foderingham,West Ham,4.0,0.3,0,336,0.0,0,u,2025-12-30
602,Krisztián Hegyi,Hegyi,West Ham,3.9,0.3,291,338,0.0,0,a,2025-12-30
603,El Hadji Malick Diouf,Diouf,West Ham,4.0,1.5,109,10198,1.7,1387,n,2025-12-30
604,Emerson Palmieri dos Santos,Emerson,West Ham,4.4,0.1,0,37,0.0,0,u,2025-12-30
605,Maximilian Kilman,Kilman,West Ham,4.2,0.2,1192,377,1.7,1353,a,2025-12-30
606,Konstantinos Mavropanos,Mavropanos,West Ham,4.4,0.1,193,222,2.2,866,a,2025-12-30
607,Nayef Aguerd,N.Aguerd,West Ham,4.4,0.0,0,16,0.0,180,u,2025-12-30
608,Ollie Scarles,Scarles,West Ham,4.3,0.0,91,28,0.5,222,a,2025-12-30
609,Jean-Clair Todibo,Todibo,West Ham,4.3,0.1,418,287,1.7,1116,a,2025-12-30
610,Aaron Wan-Bissaka,Wan-Bissaka,West Ham,4.2,4.2,67,13276,1.5,1011,n,2025-12-30
611,Kaelan Casey,Casey,West Ham,4.0,0.1,0,70,0.0,0,u,2025-12-30
612,Lucas Tolentino Coelho de Lima,L.Paquetá,West Ham,5.9,1.5,5863,3902,1.5,1369,a,2025-12-30
613,Tomáš Souček,Souček,West Ham,5.7,0.2,258,591,1.2,573,a,2025-12-30
614,James Ward-Prowse,Ward-Prowse,West Ham,5.6,0.2,218,283,0.0,414,a,2025-12-30
615,Crysencio Summerville,Summerville,West Ham,5.5,0.1,554,469,1.3,930,a,2025-12-30
616,Edson Álvarez Velázquez,Álvarez,West Ham,4.9,0.0,0,12,0.0,0,u,2025-12-30
617,Maxwel Cornet,Cornet,West Ham,4.9,0.0,0,3,0.0,0,u,2025-12-30
618,Guido Rodríguez,G.Rodriguez,West Ham,4.8,0.0,34,78,0.7,164,a,2025-12-30
619,Luis Guilherme Lira dos Santos,L.Guilherme,West Ham,4.9,0.0,15,25,0.2,121,a,2025-12-30
620,George Earthy,Earthy,West Ham,4.5,0.0,76,78,0.2,8,a,2025-12-30
621,Andy Irving,Irving,West Ham,4.3,0.3,837,700,0.2,156,a,2025-12-30
622,Lewis Orford,Orford,West Ham,4.4,0.1,0,52,0.0,0,u,2025-12-30
623,Freddie Potts,Potts,West Ham,4.4,0.8,3398,1902,2.2,822,a,2025-12-30
624,Jarrod Bowen,Bowen,West Ham,7.6,7.2,27461,35361,4.5,1620,a,2025-12-30
625,Niclas Füllkrug,Füllkrug,West Ham,5.6,0.6,365,595,0.2,407,a,2025-12-30
626,Callum Marshall,Marshall,West Ham,4.3,0.6,707,1106,0.0,58,a,2025-12-30
659,Kyle Walker-Peters,Walker-Peters,West Ham,4.2,0.3,1005,548,0.8,690,a,2025-12-30
671,Callum Wilson,Wilson,West Ham,5.8,0.7,1706,6707,1.8,651,a,2025-12-30
679,Mads Hermansen,Hermansen,West Ham,4.3,0.2,41,251,0.0,360,a,2025-12-30
708,Mateus Gonçalo Espanha Fernandes,M.Fernandes,West Ham,5.5,0.2,2302,1187,4.0,1234,a,2025-12-30
718,Soungoutou Magassa,S.Magassa,West Ham,5.0,0.0,578,97,4.0,606,a,2025-12-30
738,Lukasz Fabianski,Fabianski,West Ham,4.5,0.0,153,102,0.0,0,a,2025-12-30
747,Ezra Mayers,Mayers,West Ham,4.0,0.0,75,77,0.3,33,a,2025-12-30
752,Airidas Golambeckis,Golambeckis,West Ham,4.0,0.0,44,83,0.0,0,a,2025-12-30
758,Mohamadou Kanté,Mohamadou Kanté,West Ham,4.5,0.0,51,63,0.4,9,a,2025-12-30
627,Sam Johnstone,Johnstone,Wolves,4.4,0.1,101,237,0.8,1080,a,2025-12-30
628,José Malheiro de Sá,José Sá,Wolves,4.2,1.0,488,1228,0.5,540,a,2025-12-30
629,Daniel Bentley,Bentley,Wolves,3.9,0.5,175,763,0.0,0,d,2025-12-30
631,Emmanuel Agbadou,Agbadou,Wolves,4.3,0.1,3,311,1.0,1010,n,2025-12-30
632,Matt Doherty,Doherty,Wolves,4.4,0.1,66,108,1.2,509,a,2025-12-30
633,Hugo Bueno López,H.Bueno,Wolves,4.3,0.1,25,170,0.5,888,a,2025-12-30
634,Yerson Mosquera Valdelamar,Mosquera,Wolves,4.3,0.0,75,61,0.7,596,d,2025-12-30
635,Rodrigo Martins Gomes,R.Gomes,Wolves,4.4,0.1,2,57,0.0,331,i,2025-12-30
636,Santiago Ignacio Bueno,S.Bueno,Wolves,4.4,0.1,178,143,1.7,844,d,2025-12-30
637,Toti Gomes,Toti,Wolves,4.2,0.1,9,474,1.8,949,i,2025-12-30
638,Ki-Jana Hoever,Hoever,Wolves,3.8,1.4,5241,5269,0.8,423,a,2025-12-30
639,Bastien Meupiyou Menadjou,Meupiyou,Wolves,4.0,0.0,0,10,0.0,0,u,2025-12-30
640,Pedro Cardoso de Lima,Pedro Lima,Wolves,4.0,0.4,0,506,0.0,0,u,2025-12-30
641,Alfie Pond,Pond,Wolves,3.9,1.2,263,1920,0.0,0,a,2025-12-30
642,Hwang Hee-chan,Hee Chan,Wolves,5.6,0.1,138,181,0.8,642,a,2025-12-30
643,André Trindade da Costa Neto,André,Wolves,5.3,0.1,56,380,2.7,1333,s,2025-12-30
644,Jean-Ricner Bellegarde,Bellegarde,Wolves,5.2,0.0,4,56,1.8,685,i,2025-12-30
645,Fer López González,Fer López,Wolves,5.2,0.0,15,33,0.7,226,a,2025-12-30
646,João Victor Gomes da Silva,Gomes,Wolves,5.3,0.1,190,146,2.5,1369,a,2025-12-30
647,Gonçalo Manuel Ganchinho Guedes,Guedes,Wolves,5.5,0.0,0,1,0.0,0,u,2025-12-30
648,Marshall Munetsi,Munetsi,Wolves,5.3,0.0,6,110,0.2,872,i,2025-12-30
649,Boubacar Traoré,B.Traore,Wolves,5.0,0.0,0,0,0.0,0,u,2025-12-30
650,Tawanda Chirewa,Chirewa,Wolves,4.3,0.2,66,661,0.2,21,n,2025-12-30
651,Tom Edozie,Edozie,Wolves,4.3,0.4,813,1029,0.0,0,a,2025-12-30
652,Enso González Medina,Gonzalez,Wolves,4.3,1.4,3343,3742,0.0,0,a,2025-12-30
653,Joe Hodge,Hodge,Wolves,4.5,0.0,0,30,0.0,0,u,2025-12-30
654,Jørgen Strand Larsen,Strand Larsen,Wolves,6.1,0.9,405,1654,1.3,1231,a,2025-12-30
655,Fábio Soares Silva,Fábio Silva,Wolves,4.9,0.2,0,78,0.0,0,u,2025-12-30
656,Saša Kalajdžić,Kalajdžić,Wolves,4.9,0.1,0,18,0.0,14,u,2025-12-30
657,Leon Chiwome,Chiwome,Wolves,4.4,0.0,36,52,0.0,0,i,2025-12-30
658,Nathan Fraser,Fraser,Wolves,4.3,1.7,2066,3317,0.0,0,a,2025-12-30
663,Jhon Arias,J.Arias,Wolves,4.9,0.1,58,214,1.3,818,a,2025-12-30
682,David Møller Wolfe,Møller Wolfe,Wolves,4.3,0.1,43,108,1.5,700,a,2025-12-30
695,Jackson Tchatchoua,Tchatchoua,Wolves,4.4,0.0,41,77,1.2,831,a,2025-12-30
709,Ladislav Krejcí,Krejčí,Wolves,4.5,0.0,73,159,0.8,1143,a,2025-12-30
720,Tolu Arokodare,Tolu,Wolves,5.4,0.1,714,270,2.7,425,a,2025-12-30
749,Mateus Mané,Mané,Wolves,4.5,0.1,2563,1009,1.7,181,a,2025-12-30
766,Saheed Olagunju,Olagunju,Wolves,4.0,0.0,51,36,0.0,0,a,2025-12-30
767,Luke Rawlings,Rawlings,Wolves,4.5,0.0,85,40,0.0,0,a,2025-12-30
